4170 55147
170 39 0.15671641791044777
39 156 0.0012645299353144302
156 169 0.007751937984496124
39 64 0.004814940907543408
64 39 0.05402010050251256
39 154 0.0006322649676572151
154 39 0.064
39 146 9.72715334857254e-05
146 171 0.15789473684210525
171 172 0.06473594548551959
172 173 0.00684931506849315
173 167 0.09523809523809523
154 174 0.112
174 39 0.05
39 155 0.0008268080346286659
155 24 0.045714285714285714
24 167 0.006765899864682003
174 170 0.05
170 175 0.029850746268656716
175 167 0.04081632653061224
151 176 0.024096385542168676
176 167 0.038461538461538464
136 153 0.009708737864077669
153 177 0.037383177570093455
177 178 0.020689655172413793
178 179 0.007662835249042145
179 180 0.008333333333333333
136 9 0.009708737864077669
9 180 0.0018411967779056386
136 146 0.009708737864077669
146 4 0.10526315789473684
4 9 0.031465848042977744
9 181 0.013118527042577675
136 4 0.02912621359223301
4 6 0.05372217958557176
6 182 0.003973988439306358
136 183 0.009708737864077669
183 184 0.04929577464788732
184 125 0.01048951048951049
125 185 0.026915113871635612
136 115 0.02912621359223301
24 186 0.016801984663960306
186 39 0.1412556053811659
39 187 0.0018967949029716454
187 178 0.015217391304347827
178 188 0.008620689655172414
136 189 0.009708737864077669
189 190 0.07142857142857142
190 191 0.1024390243902439
136 192 0.009708737864077669
192 183 0.008547008547008548
183 193 0.04225352112676056
193 21 0.05
21 194 0.019464720194647202
136 24 0.019417475728155338
136 195 0.009708737864077669
195 21 0.1166077738515901
196 197 0.18181818181818182
197 133 0.02097902097902098
133 132 0.06993006993006994
132 198 0.06887755102040816
198 199 0.09803921568627451
199 41 0.09420289855072464
39 200 0.0001459073002285881
200 39 0.08695652173913043
39 201 0.0001459073002285881
201 202 0.12903225806451613
196 85 0.2727272727272727
85 203 0.0034150884818379386
203 204 0.06315789473684211
204 205 0.015873015873015872
205 206 0.16666666666666666
196 9 0.09090909090909091
9 207 0.005523590333716916
207 208 0.02247191011235955
208 209 0.15019762845849802
209 210 0.03389830508474576
210 211 0.07276507276507277
211 212 0.14285714285714285
212 205 0.03589420654911839
196 213 0.09090909090909091
213 214 0.0196078431372549
214 215 0.2235294117647059
215 216 0.061224489795918366
216 217 0.09523809523809523
196 218 0.09090909090909091
218 219 0.0025673940949935813
219 181 0.006896551724137931
181 220 0.04861111111111111
196 86 0.09090909090909091
86 221 0.009708737864077669
221 222 0.09905660377358491
85 9 0.1170443961502639
9 223 0.001611047180667434
223 224 0.018518518518518517
85 225 0.0049674014281279105
225 226 0.0038314176245210726
226 227 0.1724137931034483
227 228 0.21428571428571427
228 229 0.021940928270042195
229 230 0.1111111111111111
231 130 0.09803921568627451
130 232 0.12585034013605442
232 233 0.015697674418604653
231 234 0.17647058823529413
234 212 0.018838304552590265
212 235 0.02707808564231738
231 236 0.0784313725490196
236 237 0.019762845849802372
237 50 0.005714285714285714
50 238 0.1005089058524173
231 53 0.4117647058823529
53 36 0.09023485784919653
36 39 0.026621160409556314
39 84 0.0015563445357716064
84 50 0.016967126193001062
231 30 0.058823529411764705
30 239 0.0035087719298245615
239 39 0.07692307692307693
40 238 0.022408963585434174
234 178 0.008791208791208791
178 24 0.16283524904214558
24 240 0.004397834912043302
234 24 0.054945054945054944
53 59 0.034610630407911
59 241 0.06481481481481481
241 39 0.08247422680412371
39 242 0.005204027041486309
242 243 0.04767580452920143
243 72 0.11764705882352941
72 244 0.12389380530973451
130 39 0.034013605442176874
39 30 0.0010699868683429793
30 245 0.03859649122807018
245 246 0.18487394957983194
246 247 0.07795698924731183
247 248 0.06097560975609756
248 50 0.07086614173228346
50 72 0.010178117048346057
236 249 0.019762845849802372
249 4 0.1935483870967742
4 250 0.013046815042210284
250 243 0.4883720930232558
59 251 0.009259259259259259
251 39 0.125
84 252 0.014846235418875928
252 139 0.02459016393442623
126 253 0.007228915662650603
253 83 0.15
83 254 0.031914893617021274
254 255 0.07575757575757576
255 256 0.018518518518518517
256 257 0.022222222222222223
257 258 0.05555555555555555
258 259 0.038834951456310676
259 260 0.022727272727272728
260 261 0.15384615384615385
261 262 0.06451612903225806
53 84 0.07292954264524104
84 263 0.013785790031813362
263 261 0.02027027027027027
84 123 0.30328738069989397
123 261 0.023443223443223443
24 264 0.005299954894000902
264 265 0.01507537688442211
231 28 0.0784313725490196
28 266 0.023809523809523808
266 267 0.03571428571428571
267 162 0.005847953216374269
162 24 0.07446808510638298
24 268 0.011727559765448805
268 269 0.0673076923076923
269 270 0.10756419153365718
270 271 0.16865079365079366
271 272 0.2144638403990025
272 273 0.15904572564612326
273 270 0.046296296296296294
270 274 0.30456349206349204
274 275 0.09955752212389381
130 276 0.030612244897959183
276 269 0.07042253521126761
270 39 0.060515873015873016
39 274 0.0020913379699430963
53 269 0.00865265760197775
270 277 0.034722222222222224
277 39 0.057692307692307696
39 278 0.0003404503672000389
278 275 0.3181818181818182
234 111 0.0018838304552590266
111 279 0.028112449799196786
279 270 0.03672316384180791
36 280 0.025938566552901023
280 270 0.289002557544757
30 281 0.03859649122807018
281 269 0.08866279069767442
269 274 0.013879250520471894
28 270 0.03571428571428571
53 276 0.023485784919653894
271 274 0.09725685785536159
274 282 0.1261061946902655
282 283 0.10869565217391304
283 275 0.16666666666666666
28 284 0.011904761904761904
284 39 0.04613297150610583
39 270 0.002918146004571762
31 39 0.08181818181818182
30 285 0.07017543859649122
285 39 0.06989247311827956
39 281 0.0024804241038859976
281 39 0.05232558139534884
39 75 0.0001459073002285881
75 39 0.12195121951219512
39 53 0.0018481591362287826
53 284 0.011124845488257108
284 269 0.19538670284938942
75 246 0.14634146341463414
246 286 0.026881720430107527
286 287 0.02681992337164751
287 153 0.009900990099009901
153 288 0.020560747663551402
288 236 0.08316831683168317
236 289 0.019762845849802372
289 290 0.047619047619047616
290 9 0.07352941176470588
9 291 0.014039125431530495
291 292 0.023880597014925373
236 293 0.04743083003952569
293 39 0.13333333333333333
39 81 0.0017022518360001945
81 4 0.044481054365733116
4 291 0.012279355333844973
232 177 0.03313953488372093
177 9 0.12183908045977011
294 207 0.021505376344086023
207 295 0.011235955056179775
295 296 0.2
296 270 0.07394366197183098
294 297 0.043010752688172046
297 298 0.041666666666666664
298 24 0.03333333333333333
24 270 0.012742444745151104
294 299 0.10752688172043011
299 17 0.037383177570093455
17 88 0.012300123001230012
88 85 0.22462787550744248
85 300 0.0034150884818379386
294 301 0.053763440860215055
301 12 0.03571428571428571
12 65 0.008379888268156424
65 300 0.015548645046645935
294 65 0.03225806451612903
294 302 0.12903225806451613
302 303 0.02112676056338028
303 65 0.029411764705882353
294 304 0.08602150537634409
304 15 0.1729106628242075
15 9 0.07172413793103448
9 303 0.10747986191024166
303 305 0.02063983488132095
305 300 0.0625
294 306 0.021505376344086023
306 65 0.04938271604938271
294 307 0.23655913978494625
307 39 0.0743801652892562
39 207 0.0002918146004571762
207 65 0.011235955056179775
301 85 0.19285714285714287
39 65 0.005836292009143524
39 303 0.010699868683429795
294 308 0.021505376344086023
308 9 0.01639344262295082
9 64 0.021173762945914845
64 309 0.015703517587939697
309 310 0.12037037037037036
310 184 0.05084745762711865
306 310 0.012345679012345678
310 215 0.2245762711864407
215 184 0.04591836734693878
302 6 0.2323943661971831
6 184 0.00541907514450867
297 138 0.08333333333333333
36 131 0.026621160409556314
131 84 0.050505050505050504
84 184 0.007423117709437964
297 311 0.0625
311 312 0.034482758620689655
312 313 0.03215434083601286
313 314 0.14227642276422764
314 315 0.09482758620689655
315 39 0.13333333333333333
39 316 9.72715334857254e-05
316 317 0.07272727272727272
317 318 0.09090909090909091
301 319 0.04642857142857143
319 320 0.04288939051918736
320 321 0.08860759493670886
321 317 0.037037037037037035
294 16 0.03225806451612903
16 6 0.022821576763485476
6 322 0.005780346820809248
307 288 0.09090909090909091
236 39 0.09090909090909091
39 304 0.0010213511016001168
304 307 0.002881844380403458
307 323 0.049586776859504134
323 74 0.011714589989350373
74 39 0.05423728813559322
39 24 0.02120519429988814
24 324 0.017591339648173207
324 242 0.11801242236024845
242 212 0.2902264600715137
212 298 0.012594458438287154
298 243 0.16666666666666666
243 325 0.46238030095759236
325 326 0.7824858757062146
326 327 0.4108527131782946
307 236 0.2644628099173554
236 288 0.02766798418972332
288 4 0.100990099009901
4 328 0.051419800460475826
328 243 0.1415525114155251
307 4 0.15702479338842976
81 3 0.04942339373970346
3 329 0.024691358024691357
329 330 0.5531914893617021
330 331 0.06818181818181818
331 326 0.3333333333333333
236 81 0.3557312252964427
81 243 0.1400329489291598
325 39 0.01694915254237288
39 325 0.0005349934341714897
39 298 0.0007295365011429405
298 39 0.06111111111111111
297 332 0.1875
332 24 0.1891891891891892
24 333 0.006765899864682003
333 39 0.1270718232044199
39 175 0.0003404503672000389
175 334 0.1836734693877551
334 335 0.0784313725490196
335 336 0.056818181818181816
207 9 0.011235955056179775
303 85 0.09262125902992777
85 337 0.017385904998447686
304 338 0.14697406340057637
338 339 0.050666666666666665
339 340 0.11290322580645161
340 85 0.026143790849673203
299 341 0.014018691588785047
341 161 0.11538461538461539
161 85 0.17381818181818182
6 342 0.06286127167630058
342 343 0.03744798890429958
343 344 0.08163265306122448
345 294 0.8153846153846154
299 308 0.037383177570093455
308 60 0.06557377049180328
60 212 0.0927920463960232
235 346 0.2717391304347826
304 347 0.020172910662824207
347 348 0.05144694533762058
348 349 0.04
349 76 0.08333333333333333
77 347 0.04801670146137787
347 350 0.05787781350482315
350 9 0.03614457831325301
303 12 0.06037151702786378
12 60 0.0712290502793296
6 235 0.014812138728323699
345 162 0.18461538461538463
24 351 0.0045105999097880016
351 352 0.12083333333333333
352 353 0.008264462809917356
353 354 0.1111111111111111
354 138 0.027777777777777776
138 355 0.13714285714285715
355 356 0.33587786259541985
356 357 0.0234375
357 358 0.26717557251908397
358 359 0.05952380952380952
359 212 0.06
212 360 0.008816120906801008
360 235 0.2727272727272727
299 361 0.16822429906542055
361 362 0.02702702702702703
362 363 0.1111111111111111
363 6 0.45215311004784686
6 364 0.002890173410404624
364 39 0.125
39 235 0.0010699868683429793
162 39 0.03951367781155015
39 294 0.0001459073002285881
299 39 0.056074766355140186
39 299 0.0005349934341714897
299 365 0.014018691588785047
365 235 0.3181818181818182
294 311 0.0967741935483871
311 366 0.020689655172413793
366 367 0.06451612903225806
367 235 0.04639175257731959
162 9 0.03951367781155015
6 368 0.005780346820809248
368 39 0.0967741935483871
299 302 0.009345794392523364
302 369 0.08450704225352113
369 235 0.05928853754940711
294 370 0.053763440860215055
370 365 0.13513513513513514
162 347 0.1094224924012158
348 6 0.36
16 39 0.058091286307053944
39 16 0.001313165702057293
304 64 0.005763688760806916
64 362 0.022613065326633167
362 369 0.09027777777777778
294 39 0.010752688172043012
299 301 0.03271028037383177
6 369 0.01878612716763006
302 371 0.014084507042253521
371 346 0.009708737864077669
184 39 0.038461538461538464
39 76 0.0015563445357716064
76 372 0.016793893129770993
372 373 0.09523809523809523
373 212 0.12980769230769232
302 374 0.014084507042253521
374 212 0.07563025210084033
302 375 0.02112676056338028
375 346 0.037037037037037035
311 236 0.04827586206896552
294 376 0.021505376344086023
376 293 0.16326530612244897
293 4 0.1511111111111111
39 376 0.0002431788337143135
9 377 0.006444188722669736
377 81 0.1
24 3 0.017027514659449707
3 81 0.03333333333333333
162 161 0.0851063829787234
161 65 0.011636363636363636
65 378 0.019102621057307864
378 379 0.08421052631578947
379 380 0.038461538461538464
380 381 0.42105263157894735
381 238 0.105
238 50 0.1111111111111111
50 81 0.0916030534351145
370 190 0.02702702702702703
190 4 0.04390243902439024
162 88 0.013677811550151976
88 225 0.018944519621109608
225 4 0.034482758620689655
311 304 0.18620689655172415
304 17 0.01440922190201729
17 64 0.025830258302583026
64 4 0.014447236180904523
299 370 0.009345794392523364
370 16 0.24324324324324326
16 9 0.06846473029045644
9 382 0.0006904487917146145
382 383 0.07692307692307693
383 39 0.033707865168539325
370 39 0.08108108108108109
39 307 0.0003890861339429016
9 4 0.02232451093210587
15 307 0.005517241379310344
370 341 0.02702702702702703
341 39 0.0673076923076923
162 384 0.08054711246200608
384 65 0.029411764705882353
65 24 0.09462461128387384
24 385 0.005638249887235002
385 4 0.046153846153846156
15 347 0.03310344827586207
347 386 0.01929260450160772
386 387 0.2413793103448276
387 339 0.07954545454545454
339 39 0.056451612903225805
39 4 0.0049122124410291325
311 388 0.013793103448275862
388 16 0.09090909090909091
16 389 0.014522821576763486
389 390 0.08620689655172414
390 36 0.19642857142857142
36 391 0.0061433447098976105
391 392 0.01348314606741573
392 393 0.0625
393 394 0.14084507042253522
394 48 0.043478260869565216
299 340 0.056074766355140186
340 288 0.037037037037037035
308 288 0.02459016393442623
24 4 0.017591339648173207
328 298 0.0502283105022831
6 19 0.011199421965317919
19 395 0.32142857142857145
6 288 0.00939306358381503
288 9 0.06336633663366337
6 375 0.0032514450867052024
375 396 0.037037037037037035
396 85 0.09090909090909091
6 397 0.03829479768786127
397 9 0.18796992481203006
9 398 0.007364787111622554
398 177 0.047619047619047616
6 9 0.016618497109826588
303 88 0.032765737874097006
6 65 0.0050578034682080926
65 303 0.05597512216792536
397 225 0.010526315789473684
225 86 0.019157088122605363
86 85 0.09061488673139159
9 85 0.011047180667433832
6 161 0.002167630057803468
375 305 0.037037037037037035
305 303 0.08333333333333333
225 399 0.0038314176245210726
399 303 0.0658682634730539
6 234 0.02348265895953757
234 9 0.09042386185243328
6 4 0.007947976878612716
4 303 0.010744435917114352
6 64 0.002890173410404624
64 303 0.06658291457286432
6 319 0.001445086705202312
319 161 0.06997742663656885
6 302 0.014812138728323699
302 9 0.007042253521126761
6 382 0.0018063583815028901
382 76 0.12307692307692308
76 303 0.024427480916030534
6 76 0.023121387283236993
397 23 0.10827067669172932
23 400 0.03320631464344039
6 401 0.0018063583815028901
401 115 0.05
24 402 0.002593594948128101
6 403 0.001445086705202312
403 404 0.056179775280898875
404 405 0.2647058823529412
405 406 0.10798816568047337
406 402 0.05
6 24 0.0050578034682080926
6 61 0.002890173410404624
61 407 0.10666666666666667
407 402 0.01821335646140503
61 408 0.06
408 406 0.30180180180180183
234 409 0.07912087912087912
61 410 0.06
410 411 0.03735881841876629
6 412 0.0050578034682080926
412 413 0.04504504504504504
234 414 0.033594976452119306
414 409 0.270223752151463
409 40 0.05489260143198091
397 234 0.07669172932330827
234 40 0.036734693877551024
6 415 0.0072254335260115606
415 416 0.056962025316455694
6 417 0.011921965317919074
417 39 0.058823529411764705
39 418 0.0007295365011429405
418 419 0.00980392156862745
419 420 0.031446540880503145
322 421 0.2
421 422 0.23660714285714285
422 423 0.022435897435897436
6 424 0.0018063583815028901
184 425 0.0034965034965034965
425 123 0.3333333333333333
123 336 0.011721611721611722
6 426 0.0018063583815028901
426 140 0.06779661016949153
140 123 0.27124183006535946
6 427 0.000722543352601156
427 303 0.09009009009009009
303 428 0.005933952528379773
428 429 0.041666666666666664
429 39 0.16216216216216217
39 427 0.0004377219006857643
429 149 0.10810810810810811
149 18 0.08163265306122448
18 430 0.03571428571428571
430 391 0.06818181818181818
391 431 0.04719101123595506
431 106 0.07
106 53 0.1518987341772152
53 432 0.042027194066749075
432 433 0.04849279161205767
433 39 0.3064516129032258
39 434 0.0001945430669714508
6 435 0.001083815028901734
435 177 0.08045977011494253
177 436 0.0034482758620689655
436 16 0.102803738317757
16 437 0.12240663900414937
437 438 0.15897435897435896
438 304 0.3333333333333333
304 49 0.008645533141210375
49 439 0.05172413793103448
439 432 0.08135593220338982
432 434 0.02490170380078637
6 440 0.010115606936416185
440 36 0.04151177199504337
36 432 0.07440273037542662
6 420 0.003973988439306358
420 441 0.07042253521126761
441 432 0.05351170568561873
234 442 0.0006279434850863422
442 39 0.12857142857142856
39 443 0.0010213511016001168
443 444 0.02364864864864865
444 53 0.08928571428571429
53 445 0.003708281829419036
445 446 0.03225806451612903
446 447 0.125
447 434 0.055944055944055944
6 448 0.001445086705202312
448 31 0.02702702702702703
31 53 0.05
76 449 0.0015267175572519084
449 39 0.047337278106508875
39 106 0.0003404503672000389
106 447 0.006329113924050633
6 162 0.001083815028901734
162 36 0.19908814589665655
432 450 0.06815203145478375
450 451 0.46511627906976744
451 434 0.058823529411764705
319 432 0.011286681715575621
24 452 0.005074424898511502
452 432 0.16
77 432 0.006263048016701462
6 15 0.000361271676300578
15 14 0.006896551724137931
14 432 0.024390243902439025
85 453 0.01272896615957777
453 432 0.13333333333333333
9 225 0.012197928653624856
225 454 0.04980842911877394
454 39 0.2857142857142857
39 88 0.0018967949029716454
88 303 0.2313937753721245
303 455 0.0012899896800825593
455 39 0.12121212121212122
86 456 0.007551240560949299
6 457 0.000361271676300578
457 303 0.3888888888888889
303 86 0.032507739938080496
24 281 0.023567884528642308
281 458 0.011627906976744186
458 459 0.07142857142857142
6 410 0.02348265895953757
410 460 0.09296264118158123
460 461 0.09371884346959122
461 462 0.10126582278481013
462 463 0.20718232044198895
19 39 0.08333333333333333
39 19 0.0002431788337143135
19 440 0.07142857142857142
440 464 0.040892193308550186
464 465 0.02635658914728682
161 466 0.02109090909090909
466 467 0.041666666666666664
467 468 0.02127659574468085
468 347 0.03389830508474576
347 469 0.02572347266881029
469 470 0.08333333333333333
470 471 0.010498687664041995
471 472 0.003389830508474576
472 473 0.08163265306122448
473 474 0.0707070707070707
474 475 0.007159904534606206
475 476 0.1523809523809524
476 464 0.1141732283464567
440 465 0.014250309789343246
6 477 0.0025289017341040463
477 478 0.012987012987012988
478 28 0.041666666666666664
28 108 0.017857142857142856
108 479 0.03470715835140998
479 475 0.20512820512820512
6 480 0.005780346820809248
480 39 0.11206896551724138
39 440 0.0046690336073148195
6 481 0.000722543352601156
481 482 0.0423728813559322
482 440 0.047619047619047616
106 14 0.05063291139240506
49 117 0.017241379310344827
117 483 0.06349206349206349
483 70 0.16129032258064516
106 484 0.012658227848101266
484 70 0.23809523809523808
106 319 0.0189873417721519
319 470 0.029345372460496615
470 207 0.007874015748031496
207 307 0.10112359550561797
307 485 0.03305785123966942
485 486 0.05714285714285714
486 487 0.13157894736842105
487 488 0.012295081967213115
488 489 0.1388888888888889
106 490 0.02531645569620253
490 471 0.020761245674740483
471 491 0.013559322033898305
491 489 0.12903225806451613
106 65 0.04430379746835443
65 471 0.03509551310528654
471 323 0.08983050847457627
323 39 0.03407880724174654
39 323 0.002237245270171684
323 489 0.027689030883919063
106 43 0.0189873417721519
43 492 0.02336448598130841
492 323 0.05454545454545454
106 493 0.0189873417721519
493 471 0.011695906432748537
471 488 0.01864406779661017
29 85 0.21645021645021645
9 323 0.026927502876869965
65 494 0.003553976010661928
494 495 0.03333333333333333
495 471 0.009615384615384616
106 105 0.012658227848101266
105 496 0.09859154929577464
496 497 0.09090909090909091
497 471 0.020833333333333332
106 498 0.006329113924050633
498 323 0.24444444444444444
65 499 0.005775211017325633
14 108 0.024390243902439025
108 500 0.010845986984815618
106 501 0.012658227848101266
501 502 0.10989010989010989
502 503 0.03180212014134275
503 397 0.05543237250554324
397 504 0.05714285714285714
504 505 0.026717557251908396
106 431 0.03164556962025317
431 506 0.02
506 39 0.1111111111111111
39 507 0.0005349934341714897
507 508 0.035897435897435895
508 509 0.09454545454545454
509 135 0.01098901098901099
135 505 0.05357142857142857
106 510 0.02531645569620253
34 508 0.046218487394957986
508 511 0.05818181818181818
511 512 0.15281501340482573
512 513 0.37349397590361444
53 507 0.0012360939431396785
508 512 0.01818181818181818
106 84 0.06329113924050633
84 514 0.02014846235418876
514 515 0.014134275618374558
515 426 0.10434782608695652
426 516 0.11016949152542373
516 511 0.23809523809523808
36 507 0.00955631399317406
507 413 0.07179487179487179
413 39 0.09433962264150944
39 517 0.000486357667428627
517 412 0.22695035460992907
412 518 0.17567567567567569
518 508 0.09502262443438914
43 519 0.04205607476635514
519 42 0.15666666666666668
42 520 0.022030651340996167
106 59 0.0759493670886076
59 521 0.006613756613756613
490 24 0.15916955017301038
24 156 0.018155164636896707
156 522 0.012919896640826873
53 523 0.04697156983930779
523 234 0.20795107033639143
409 524 0.03699284009546539
524 525 0.06016597510373444
106 526 0.006329113924050633
526 46 0.07042253521126761
46 525 0.035623409669211195
65 527 0.01332741003998223
527 178 0.04519774011299435
178 528 0.009578544061302681
528 529 0.14285714285714285
530 531 0.02737382378100941
531 440 0.06944444444444445
440 319 0.02540272614622057
530 61 0.011120615911035072
61 25 0.03333333333333333
25 532 0.06225296442687747
532 533 0.046296296296296294
531 534 0.013888888888888888
534 533 0.014018691588785047
530 535 0.011120615911035072
535 39 0.08247422680412371
39 536 0.0004377219006857643
536 537 0.07547169811320754
537 538 0.010471204188481676
538 422 0.078125
422 539 0.020833333333333332
530 540 0.1317365269461078
540 477 0.035955056179775284
530 216 0.015397775876817793
530 64 0.001710863986313088
64 541 0.006909547738693468
541 323 0.09433962264150944
323 306 0.019169329073482427
306 542 0.12345679012345678
530 232 0.001710863986313088
232 543 0.010465116279069767
543 306 0.015463917525773196
232 306 0.0005813953488372093
530 481 0.023096663815226688
